ticker,symbol,last_update,current_price,structure,bias,support_zones,resistance_zones,swing_highs_count,swing_lows_count,alerts,last_swings,total_records
MGC,GC=F,2025-08-17 16:30:41,3382.6001,Choppy,Neutral,"[{'price': 2582.1001, 'touches': 6, 'last_touch': Timestamp('2024-12-30 05:00:00'), 'type': 'Support'}, {'price': 3242.3999, 'touches': 4, 'last_touch': Timestamp('2025-07-30 04:00:00'), 'type': 'Support'}, {'price': 3282.0, 'touches': 3, 'last_touch': Timestamp('2025-07-17 04:00:00'), 'type': 'Support'}]","[{'price': 3444.0, 'touches': 4, 'last_touch': Timestamp('2025-07-22 04:00:00'), 'type': 'Resistance'}, {'price': 3375.5, 'touches': 3, 'last_touch': Timestamp('2025-07-14 04:00:00'), 'type': 'Resistance'}, {'price': 2746.0, 'touches': 3, 'last_touch': Timestamp('2025-01-10 05:00:00'), 'type': 'Resistance'}]",24,24,"['🔔 MGC approaching key **resistance** zone at $3375.50 (0.2% away)', '🚀 MGC broke $2746.00 resistance – swing bias **bullish**']","[{'Date': Timestamp('2025-07-30 04:00:00'), 'Price': 3263.8999, 'Type': 'Low'}, {'Date': Timestamp('2025-08-08 04:00:00'), 'Price': 3477.0, 'Type': 'High'}]",251
