Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-07-04 00:00:00-04:00,6322.0,6323.5,6276.0,6283.5,0,0.0,0.0
2025-07-07 00:00:00-04:00,6307.25,6315.25,6246.25,6276.0,1248664,0.0,0.0
2025-07-08 00:00:00-04:00,6263.5,6289.25,6254.5,6272.0,906857,0.0,0.0
2025-07-09 00:00:00-04:00,6271.75,6315.25,6259.75,6307.25,957374,0.0,0.0
2025-07-10 00:00:00-04:00,6306.5,6335.5,6287.5,6324.25,805159,0.0,0.0
2025-07-11 00:00:00-04:00,6322.5,6330.5,6276.5,6300.0,931898,0.0,0.0
2025-07-14 00:00:00-04:00,6274.25,6315.0,6258.25,6311.0,750094,0.0,0.0
2025-07-15 00:00:00-04:00,6309.0,6349.0,6272.5,6284.0,1096446,0.0,0.0
2025-07-16 00:00:00-04:00,6273.75,6308.5,6240.75,6303.25,1245769,0.0,0.0
2025-07-17 00:00:00-04:00,6299.5,6345.5,6288.25,6340.5,775693,0.0,0.0
2025-07-18 00:00:00-04:00,6342.25,6357.0,6322.0,6334.75,758850,0.0,0.0
2025-07-21 00:00:00-04:00,6335.5,6374.0,6329.75,6344.75,722846,0.0,0.0
2025-07-22 00:00:00-04:00,6347.75,6353.75,6318.5,6346.75,871887,0.0,0.0
2025-07-23 00:00:00-04:00,6347.0,6407.5,6342.5,6396.25,909890,0.0,0.0
2025-07-24 00:00:00-04:00,6404.75,6418.25,6391.25,6401.5,743356,0.0,0.0
2025-07-25 00:00:00-04:00,6406.5,6431.0,6401.25,6425.0,604779,0.0,0.0
2025-07-28 00:00:00-04:00,6447.0,6457.75,6409.0,6422.75,747325,0.0,0.0
2025-07-29 00:00:00-04:00,6424.5,6442.5,6396.25,6406.0,803513,0.0,0.0
2025-07-30 00:00:00-04:00,6404.25,6435.25,6366.75,6396.25,855687,0.0,0.0
2025-07-31 00:00:00-04:00,6435.0,6468.5,6358.25,6374.25,1524610,0.0,0.0
2025-08-01 00:00:00-04:00,6361.5,6373.0,6239.5,6264.5,1798555,0.0,0.0
2025-08-04 00:00:00-04:00,6256.75,6370.25,6251.25,6356.0,951121,0.0,0.0
2025-08-05 00:00:00-04:00,6369.5,6377.5,6315.75,6325.25,1217497,0.0,0.0
2025-08-06 00:00:00-04:00,6323.5,6379.5,6313.0,6371.0,1045387,0.0,0.0
2025-08-07 00:00:00-04:00,6370.75,6426.75,6334.25,6366.5,1328637,0.0,0.0
2025-08-08 00:00:00-04:00,6373.25,6425.75,6369.0,6413.5,872270,0.0,0.0
2025-08-11 00:00:00-04:00,6424.5,6431.25,6387.75,6399.75,778068,0.0,0.0
2025-08-12 00:00:00-04:00,6398.0,6470.25,6391.25,6468.5,876940,0.0,0.0
2025-08-13 00:00:00-04:00,6468.5,6502.5,6461.0,6488.75,800999,0.0,0.0
2025-08-14 00:00:00-04:00,6486.0,6496.25,6453.0,6490.5,879347,0.0,0.0
2025-08-15 00:00:00-04:00,6488.5,6509.0,6461.5,6471.5,801734,0.0,0.0
