Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-08-19 00:00:00-04:00,2508.5,2508.5,2487.2,2501.8,88,0.0,0.0
2024-08-20 00:00:00-04:00,2503.5,2527.3,2500.7,2511.3,187,0.0,0.0
2024-08-21 00:00:00-04:00,2511.0,2515.3999,2503.8999,2508.3999,96,0.0,0.0
2024-08-22 00:00:00-04:00,2504.1001,2504.1001,2471.1001,2478.8999,210,0.0,0.0
2024-08-23 00:00:00-04:00,2486.5,2508.3999,2486.5,2508.3999,94,0.0,0.0
2024-08-26 00:00:00-04:00,2509.8999,2523.1001,2509.1001,2517.7,290,0.0,0.0
2024-08-27 00:00:00-04:00,2515.2,2523.1001,2506.8999,2516.0,100,0.0,0.0
2024-08-28 00:00:00-04:00,2501.0,2501.0,2501.0,2501.0,2353,0.0,0.0
2024-08-29 00:00:00-04:00,2504.1001,2525.7,2503.8999,2525.7,3966,0.0,0.0
2024-08-30 00:00:00-04:00,2519.5,2525.3999,2493.8,2493.8,208,0.0,0.0
2024-09-03 00:00:00-04:00,2501.6001,2501.8,2476.3,2489.8999,206,0.0,0.0
2024-09-04 00:00:00-04:00,2490.8999,2493.3999,2483.5,2493.3999,470,0.0,0.0
2024-09-05 00:00:00-04:00,2493.7,2513.3,2493.3999,2511.3999,54,0.0,0.0
2024-09-06 00:00:00-04:00,2510.3,2517.8999,2483.7,2493.5,96,0.0,0.0
2024-09-09 00:00:00-04:00,2491.3,2504.7,2491.3,2501.8,96,0.0,0.0
2024-09-10 00:00:00-04:00,2512.3,2512.3,2512.3,2512.3,5,0.0,0.0
2024-09-11 00:00:00-04:00,2525.8,2525.8,2502.3,2512.1001,90,0.0,0.0
2024-09-12 00:00:00-04:00,2529.1001,2557.0,2523.3999,2551.2,132,0.0,0.0
2024-09-13 00:00:00-04:00,2568.8,2581.8,2565.0,2581.3,31,0.0,0.0
2024-09-16 00:00:00-04:00,2580.3999,2580.3999,2580.3999,2580.3999,28,0.0,0.0
2024-09-17 00:00:00-04:00,2581.2,2581.8,2564.3,2564.3,22,0.0,0.0
2024-09-18 00:00:00-04:00,2570.7,2570.7,2549.2,2570.7,25,0.0,0.0
2024-09-19 00:00:00-04:00,2566.0,2588.0,2566.0,2588.0,99,0.0,0.0
2024-09-20 00:00:00-04:00,2590.3999,2621.8,2590.3999,2619.8999,17,0.0,0.0
2024-09-23 00:00:00-04:00,2626.5,2626.5,2626.5,2626.5,9,0.0,0.0
2024-09-24 00:00:00-04:00,2636.8,2662.3,2625.5,2651.2,35,0.0,0.0
2024-09-25 00:00:00-04:00,2656.3,2664.2,2649.3,2659.2,175,0.0,0.0
2024-09-26 00:00:00-04:00,2662.3,2669.8999,2660.8,2669.8999,17216,0.0,0.0
2024-09-27 00:00:00-04:00,2670.0,2672.1001,2641.7,2644.3,4228,0.0,0.0
2024-09-30 00:00:00-04:00,2660.8999,2662.1001,2623.2,2636.1001,973,0.0,0.0
2024-10-01 00:00:00-04:00,2631.3999,2670.8999,2631.3999,2667.3,153,0.0,0.0
2024-10-02 00:00:00-04:00,2650.6001,2657.2,2640.0,2647.1001,72,0.0,0.0
2024-10-03 00:00:00-04:00,2642.8,2657.1001,2640.0,2657.1001,354,0.0,0.0
2024-10-04 00:00:00-04:00,2656.0,2667.0,2639.0,2645.8,114,0.0,0.0
2024-10-07 00:00:00-04:00,2648.7,2657.3999,2639.0,2644.8,284,0.0,0.0
2024-10-08 00:00:00-04:00,2639.0,2639.0,2609.3,2615.0,687,0.0,0.0
2024-10-09 00:00:00-04:00,2603.0,2607.7,2603.0,2606.0,152,0.0,0.0
2024-10-10 00:00:00-04:00,2602.5,2628.3,2602.5,2620.6001,320,0.0,0.0
2024-10-11 00:00:00-04:00,2638.3,2658.1001,2638.2,2657.6001,12,0.0,0.0
2024-10-14 00:00:00-04:00,2655.0,2655.3,2647.8,2647.8,40,0.0,0.0
2024-10-15 00:00:00-04:00,2661.3999,2661.3999,2661.3999,2661.3999,39,0.0,0.0
2024-10-16 00:00:00-04:00,2674.0,2674.0,2674.0,2674.0,6,0.0,0.0
2024-10-17 00:00:00-04:00,2677.3999,2691.7,2677.2,2691.0,30,0.0,0.0
2024-10-18 00:00:00-04:00,2713.7,2719.6001,2713.7,2713.7,29,0.0,0.0
2024-10-21 00:00:00-04:00,2721.8999,2738.3999,2719.5,2723.1001,52,0.0,0.0
2024-10-22 00:00:00-04:00,2731.7,2746.0,2728.6001,2744.2,93,0.0,0.0
2024-10-23 00:00:00-04:00,2742.5,2742.5,2714.2,2714.3999,18,0.0,0.0
2024-10-24 00:00:00-04:00,2729.0,2736.1001,2729.0,2734.8999,27,0.0,0.0
2024-10-25 00:00:00-04:00,2725.5,2742.3999,2725.5,2740.8999,29,0.0,0.0
2024-10-28 00:00:00-04:00,2736.1001,2742.8999,2729.5,2742.8999,56,0.0,0.0
2024-10-29 00:00:00-04:00,2768.3999,2768.3999,2768.3999,2768.3999,848,0.0,0.0
2024-10-30 00:00:00-04:00,2774.6001,2789.0,2774.6001,2788.5,231,0.0,0.0
2024-10-31 00:00:00-04:00,2787.3999,2787.5,2733.5,2738.3,849,0.0,0.0
2024-11-01 00:00:00-04:00,2745.5,2756.0,2734.2,2738.6001,109,0.0,0.0
2024-11-04 00:00:00-05:00,2736.5,2737.1001,2736.1001,2736.1001,16,0.0,0.0
2024-11-05 00:00:00-05:00,2743.0,2743.8999,2740.3,2740.3,23,0.0,0.0
2024-11-06 00:00:00-05:00,2734.5,2734.5,2659.3999,2667.6001,427,0.0,0.0
