Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-08-19 00:00:00-04:00,19628.25,19872.75,19525.0,19857.75,1104455,0.0,0.0
2024-08-20 00:00:00-04:00,19854.0,19930.75,19743.0,19809.5,1139350,0.0,0.0
2024-08-21 00:00:00-04:00,19805.0,19982.0,19771.25,19909.5,1256540,0.0,0.0
2024-08-22 00:00:00-04:00,19917.75,20025.75,19542.0,19578.25,1526350,0.0,0.0
2024-08-23 00:00:00-04:00,19621.25,19903.25,19592.0,19790.75,1389224,0.0,0.0
2024-08-26 00:00:00-04:00,19788.0,19846.25,19506.5,19591.25,1256338,0.0,0.0
2024-08-27 00:00:00-04:00,19555.25,19694.5,19441.75,19653.75,1156765,0.0,0.0
2024-08-28 00:00:00-04:00,19638.0,19690.0,19227.0,19415.75,1399017,0.0,0.0
2024-08-29 00:00:00-04:00,19240.75,19692.0,19139.0,19393.25,1695851,0.0,0.0
2024-08-30 00:00:00-04:00,19449.0,19633.0,19370.0,19623.0,1324898,0.0,0.0
2024-09-03 00:00:00-04:00,19600.0,19683.0,18911.0,19006.5,1784918,0.0,0.0
2024-09-04 00:00:00-04:00,18991.0,19115.0,18824.25,18962.5,1497422,0.0,0.0
2024-09-05 00:00:00-04:00,18968.5,19150.25,18828.0,18963.5,1484912,0.0,0.0
2024-09-06 00:00:00-04:00,18920.0,18972.5,18337.25,18458.25,1794051,0.0,0.0
2024-09-09 00:00:00-04:00,18399.5,18735.0,18386.75,18692.25,1794051,0.0,0.0
2024-09-10 00:00:00-04:00,18723.75,18876.75,18582.5,18864.0,1453633,0.0,0.0
2024-09-11 00:00:00-04:00,18841.75,19293.5,18547.75,19271.0,1798075,0.0,0.0
2024-09-12 00:00:00-04:00,19246.0,19483.25,19185.25,19447.25,1498854,0.0,0.0
2024-09-13 00:00:00-04:00,19410.0,19577.0,19396.0,19530.25,1050142,0.0,0.0
2024-09-16 00:00:00-04:00,19498.25,19546.75,19299.0,19433.0,626875,0.0,0.0
2024-09-17 00:00:00-04:00,19427.25,19615.5,19341.25,19439.25,360355,0.0,0.0
2024-09-18 00:00:00-04:00,19440.0,19663.75,19330.25,19349.25,262691,0.0,0.0
2024-09-19 00:00:00-04:00,19404.75,19967.0,19399.75,19850.25,170987,0.0,0.0
2024-09-20 00:00:00-04:00,19815.0,19839.75,19746.75,19808.0098,1234853,0.0,0.0
2024-09-23 00:00:00-04:00,20039.0,20164.0,19955.0,20080.0,1097095,0.0,0.0
2024-09-24 00:00:00-04:00,20065.25,20214.75,19952.0,20167.75,1146619,0.0,0.0
2024-09-25 00:00:00-04:00,20184.25,20272.75,20063.75,20192.0,1036524,0.0,0.0
2024-09-26 00:00:00-04:00,20241.75,20537.75,20188.0,20346.25,1305049,0.0,0.0
2024-09-27 00:00:00-04:00,20344.5,20396.0,20173.0,20221.5,1224998,0.0,0.0
2024-09-30 00:00:00-04:00,20198.25,20286.75,20057.5,20261.25,1312804,0.0,0.0
2024-10-01 00:00:00-04:00,20232.0,20331.5,19818.0,19975.0,1618835,0.0,0.0
2024-10-02 00:00:00-04:00,19972.0,20089.5,19833.5,20009.75,1366434,0.0,0.0
2024-10-03 00:00:00-04:00,20056.5,20115.0,19851.0,19990.25,1414771,0.0,0.0
2024-10-04 00:00:00-04:00,19971.75,20263.0,19941.25,20227.25,1462166,0.0,0.0
2024-10-07 00:00:00-04:00,20219.0,20268.0,19948.0,19992.75,1243605,0.0,0.0
2024-10-08 00:00:00-04:00,20032.0,20329.5,19902.5,20298.5,1162724,0.0,0.0
2024-10-09 00:00:00-04:00,20298.0,20482.25,20195.5,20463.5,1074631,0.0,0.0
2024-10-10 00:00:00-04:00,20447.75,20508.0,20301.25,20429.75,1110733,0.0,0.0
2024-10-11 00:00:00-04:00,20441.5,20494.5,20313.25,20450.0,989984,0.0,0.0
