Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-08-19 00:00:00-04:00,5583.75,5631.75,5565.25,5630.0,759951,0.0,0.0
2024-08-20 00:00:00-04:00,5628.0,5643.5,5607.5,5619.75,736166,0.0,0.0
2024-08-21 00:00:00-04:00,5620.25,5655.25,5613.5,5641.5,905285,0.0,0.0
2024-08-22 00:00:00-04:00,5642.0,5669.0,5582.5,5594.0,1124824,0.0,0.0
2024-08-23 00:00:00-04:00,5598.5,5661.75,5598.5,5652.5,1232175,0.0,0.0
2024-08-26 00:00:00-04:00,5650.75,5669.0,5619.75,5637.0,938920,0.0,0.0
2024-08-27 00:00:00-04:00,5630.75,5649.5,5611.5,5644.75,777744,0.0,0.0
2024-08-28 00:00:00-04:00,5643.5,5650.5,5575.0,5610.25,1031432,0.0,0.0
2024-08-29 00:00:00-04:00,5582.75,5663.75,5561.0,5610.0,1175204,0.0,0.0
2024-08-30 00:00:00-04:00,5619.5,5665.0,5594.0,5661.0,979129,0.0,0.0
2024-09-03 00:00:00-04:00,5656.5,5670.75,5516.75,5541.75,1262912,0.0,0.0
2024-09-04 00:00:00-04:00,5539.0,5565.0,5506.0,5530.0,1086908,0.0,0.0
2024-09-05 00:00:00-04:00,5527.75,5557.25,5490.25,5512.25,1088584,0.0,0.0
2024-09-06 00:00:00-04:00,5514.5,5532.75,5394.0,5419.5,1308062,0.0,0.0
2024-09-09 00:00:00-04:00,5409.25,5493.0,5405.25,5479.5,1308062,0.0,0.0
2024-09-10 00:00:00-04:00,5487.5,5506.0,5448.25,5504.0,1153702,0.0,0.0
2024-09-11 00:00:00-04:00,5499.0,5567.5,5412.0,5561.25,1319955,0.0,0.0
2024-09-12 00:00:00-04:00,5557.75,5607.25,5540.25,5602.25,1203149,0.0,0.0
2024-09-13 00:00:00-04:00,5597.0,5641.5,5596.5,5629.75,924871,0.0,0.0
2024-09-16 00:00:00-04:00,5623.0,5641.25,5608.75,5638.0,352803,0.0,0.0
2024-09-17 00:00:00-04:00,5634.75,5675.5,5615.5,5639.0,243047,0.0,0.0
2024-09-18 00:00:00-04:00,5639.75,5695.75,5616.25,5620.75,210517,0.0,0.0
2024-09-19 00:00:00-04:00,5630.5,5737.75,5630.5,5717.75,161317,0.0,0.0
2024-09-20 00:00:00-04:00,5714.25,5717.5,5698.25,5699.9902,928799,0.0,0.0
2024-09-23 00:00:00-04:00,5761.75,5784.5,5745.25,5776.75,796846,0.0,0.0
2024-09-24 00:00:00-04:00,5773.75,5793.75,5754.75,5792.0,753840,0.0,0.0
2024-09-25 00:00:00-04:00,5793.0,5800.0,5768.0,5779.0,646276,0.0,0.0
2024-09-26 00:00:00-04:00,5783.5,5830.0,5778.25,5804.5,931626,0.0,0.0
2024-09-27 00:00:00-04:00,5804.0,5821.5,5781.75,5791.25,723565,0.0,0.0
2024-09-30 00:00:00-04:00,5784.25,5820.0,5756.25,5814.25,952146,0.0,0.0
2024-10-01 00:00:00-04:00,5806.25,5822.75,5733.0,5759.75,1200525,0.0,0.0
2024-10-02 00:00:00-04:00,5760.0,5773.25,5724.5,5760.25,876566,0.0,0.0
2024-10-03 00:00:00-04:00,5769.5,5772.75,5725.75,5749.5,913406,0.0,0.0
2024-10-04 00:00:00-04:00,5745.0,5804.75,5741.0,5800.0,949799,0.0,0.0
2024-10-07 00:00:00-04:00,5802.0,5808.25,5734.0,5744.75,916676,0.0,0.0
2024-10-08 00:00:00-04:00,5752.0,5806.75,5725.25,5800.5,784970,0.0,0.0
2024-10-09 00:00:00-04:00,5798.5,5846.5,5780.75,5841.25,753657,0.0,0.0
2024-10-10 00:00:00-04:00,5836.25,5843.5,5811.75,5829.0,785156,0.0,0.0
2024-10-11 00:00:00-04:00,5830.5,5868.25,5816.0,5859.75,693142,0.0,0.0
2024-10-14 00:00:00-04:00,5854.75,5918.5,5850.0,5908.25,563093,0.0,0.0
2024-10-15 00:00:00-04:00,5913.0,5916.25,5850.0,5862.75,910982,0.0,0.0
2024-10-16 00:00:00-04:00,5861.0,5892.75,5851.75,5887.0,758335,0.0,0.0
2024-10-17 00:00:00-04:00,5883.5,5927.0,5871.25,5887.0,893750,0.0,0.0
2024-10-18 00:00:00-04:00,5889.25,5915.25,5876.25,5906.0,593604,0.0,0.0
2024-10-21 00:00:00-04:00,5910.75,5915.5,5865.0,5896.25,752069,0.0,0.0
2024-10-22 00:00:00-04:00,5899.0,5904.25,5861.0,5892.5,869484,0.0,0.0
2024-10-23 00:00:00-04:00,5887.75,5894.0,5801.0,5837.75,1069126,0.0,0.0
2024-10-24 00:00:00-04:00,5842.25,5870.0,5822.5,5849.0,911368,0.0,0.0
2024-10-25 00:00:00-04:00,5853.25,5900.75,5835.0,5846.0,999325,0.0,0.0
