Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-05-19 00:00:00-04:00,21313.5,21545.5,21112.25,21527.0,1388899,0.0,0.0
2025-05-20 00:00:00-04:00,21516.75,21562.25,21298.0,21447.25,1222260,0.0,0.0
2025-05-21 00:00:00-04:00,21413.75,21558.5,21071.75,21156.75,1693851,0.0,0.0
2025-05-22 00:00:00-04:00,21147.5,21337.75,21039.25,21178.25,1447697,0.0,0.0
2025-05-23 00:00:00-04:00,21222.0,21236.25,20727.5,20975.0,1615131,0.0,0.0
2025-05-27 00:00:00-04:00,20978.75,21488.25,20955.25,21460.5,1550917,0.0,0.0
2025-05-28 00:00:00-04:00,21478.5,21564.75,21320.0,21379.75,1167446,0.0,0.0
2025-05-29 00:00:00-04:00,21518.0,21858.75,21301.0,21408.5,1695568,0.0,0.0
2025-05-30 00:00:00-04:00,21370.75,21433.25,21071.5,21376.75,1602046,0.0,0.0
2025-06-02 00:00:00-04:00,21304.5,21576.75,21163.0,21534.5,1185131,0.0,0.0
2025-06-03 00:00:00-04:00,21551.75,21759.75,21398.25,21706.0,1139570,0.0,0.0
2025-06-04 00:00:00-04:00,21685.75,21802.75,21641.0,21766.5,1122220,0.0,0.0
2025-06-05 00:00:00-04:00,21745.25,21936.25,21503.5,21582.25,0,0.0,0.0
2025-06-06 00:00:00-04:00,21487.5,21880.0,21471.0,21789.5,1218834,0.0,0.0
2025-06-09 00:00:00-04:00,21799.25,21892.5,21716.5,21821.5,989760,0.0,0.0
2025-06-10 00:00:00-04:00,21822.0,21992.25,21732.0,21962.5,1237939,0.0,0.0
2025-06-11 00:00:00-04:00,21950.75,22094.0,21790.25,21887.5,1525033,0.0,0.0
2025-06-12 00:00:00-04:00,21871.0,21977.5,21716.5,21932.5,1242122,0.0,0.0
2025-06-13 00:00:00-04:00,21911.0,21920.0,21470.5,21644.25,1677396,0.0,0.0
2025-06-16 00:00:00-04:00,21566.5,21996.5,21505.0,21941.5,420924,0.0,0.0
2025-06-17 00:00:00-04:00,21934.5,21950.0,21683.75,21730.5,330355,0.0,0.0
2025-06-18 00:00:00-04:00,21718.75,21872.75,21639.5,21720.25,0,0.0,0.0
2025-06-20 00:00:00-04:00,21717.0,21899.0,21433.5,21889.8906,2056763,0.0,0.0
2025-06-23 00:00:00-04:00,21648.25,22093.0,21562.0,22073.5,1569238,0.0,0.0
2025-06-24 00:00:00-04:00,22077.25,22447.75,22064.5,22412.75,1143081,0.0,0.0
2025-06-25 00:00:00-04:00,22410.75,22548.25,22385.0,22461.0,1038793,0.0,0.0
2025-06-26 00:00:00-04:00,22466.0,22692.75,22438.0,22461.0,1013239,0.0,0.0
2025-06-27 00:00:00-04:00,22676.5,22823.75,22600.0,22751.5,1223538,0.0,0.0
2025-06-30 00:00:00-04:00,22751.25,22934.0,22750.0,22893.25,1136495,0.0,0.0
2025-07-01 00:00:00-04:00,22866.75,22915.0,22593.75,22692.75,1297870,0.0,0.0
2025-07-02 00:00:00-04:00,22696.5,22858.75,22584.75,22843.0,1006562,0.0,0.0
2025-07-03 00:00:00-04:00,22846.75,23101.25,22827.0,23062.5,0,0.0,0.0
2025-07-04 00:00:00-04:00,23059.0,23062.25,22881.25,22904.5,0,0.0,0.0
2025-07-07 00:00:00-04:00,22968.5,23027.25,22780.25,22884.75,1538854,0.0,0.0
2025-07-08 00:00:00-04:00,22840.25,22972.0,22809.5,22896.75,1091436,0.0,0.0
2025-07-09 00:00:00-04:00,22909.0,23111.25,22843.25,23052.75,1124401,0.0,0.0
2025-07-10 00:00:00-04:00,23043.25,23089.75,22901.0,23013.25,1043294,0.0,0.0
2025-07-11 00:00:00-04:00,23010.75,23048.75,22830.75,22959.0,1201512,0.0,0.0
2025-07-14 00:00:00-04:00,22864.5,23067.75,22802.25,23035.5,1016215,0.0,0.0
2025-07-15 00:00:00-04:00,23036.5,23222.75,22996.25,23056.75,1359771,0.0,0.0
2025-07-16 00:00:00-04:00,23018.75,23100.0,22835.75,23076.5,1385121,0.0,0.0
2025-07-17 00:00:00-04:00,23069.25,23281.0,23017.0,23251.0,1034301,0.0,0.0
2025-07-18 00:00:00-04:00,23260.0,23320.5,23170.0,23224.25,1037669,0.0,0.0
2025-07-21 00:00:00-04:00,23240.0,23425.0,23204.5,23342.0,950184,0.0,0.0
2025-07-22 00:00:00-04:00,23338.0,23367.75,23105.0,23226.25,1222714,0.0,0.0
2025-07-23 00:00:00-04:00,23190.0,23416.5,23142.5,23310.75,1246579,0.0,0.0
2025-07-24 00:00:00-04:00,23401.0,23425.0,23298.5,23377.5,1032714,0.0,0.0
2025-07-25 00:00:00-04:00,23391.25,23477.0,23330.25,23421.25,901587,0.0,0.0
2025-07-28 00:00:00-04:00,23516.0,23585.0,23437.0,23491.25,947135,0.0,0.0
2025-07-29 00:00:00-04:00,23505.25,23652.25,23422.0,23452.0,1132932,0.0,0.0
2025-07-30 00:00:00-04:00,23451.5,23688.0,23355.0,23480.5,1213505,0.0,0.0
2025-07-31 00:00:00-04:00,23698.0,23848.0,23286.5,23365.0,1745547,0.0,0.0
2025-08-01 00:00:00-04:00,23323.5,23347.5,22788.25,22883.75,1915717,0.0,0.0
2025-08-04 00:00:00-04:00,22850.5,23353.75,22822.0,23296.5,1216468,0.0,0.0
2025-08-05 00:00:00-04:00,23352.5,23404.25,23082.0,23132.0,1524897,0.0,0.0
2025-08-06 00:00:00-04:00,23092.0,23444.75,23045.25,23422.75,1355010,0.0,0.0
2025-08-07 00:00:00-04:00,23416.75,23671.25,23330.0,23496.25,1629043,0.0,0.0
2025-08-08 00:00:00-04:00,23519.5,23768.5,23503.25,23713.75,1107057,0.0,0.0
2025-08-11 00:00:00-04:00,23767.25,23804.5,23587.0,23637.5,1087690,0.0,0.0
2025-08-12 00:00:00-04:00,23632.0,23952.5,23596.0,23938.0,1181459,0.0,0.0
2025-08-13 00:00:00-04:00,23947.25,24069.0,23886.0,23946.5,1110148,0.0,0.0
2025-08-14 00:00:00-04:00,23930.0,24005.5,23793.25,23930.5,1186696,0.0,0.0
2025-08-15 00:00:00-04:00,23891.1992,23962.8008,23734.8008,23804.0,1142014,0.0,0.0
